date,open,close,sma5,km_signal,km_action,km_shares,lstm_signal,lstm_action,lstm_shares,lgbm_signal,lgbm_action,lgbm_shares,ppo_signal,ppo_action,ppo_shares,tfm_signal,tfm_action,tfm_shares,uv_signal,uv_action,uv_shares,td3_signal,td3_action,td3_shares
2025-12-17,5.81,5.38,5.31,hold,hold,,strong_sell,hold,,strong_sell,hold,,strong_sell,hold,,strong_buy,hold,,sell,hold,,strong_sell,hold,
2025-12-18,5.38,5.49,5.3,mild_sell,hold,,strong_sell,hold,,strong_sell,hold,,strong_sell,hold,,strong_sell,hold,,sell,hold,,strong_sell,hold,
2025-12-19,5.3,5.76,5.45,mild_sell,hold,,strong_sell,hold,,mild_sell,hold,,strong_sell,hold,,strong_sell,hold,,sell,hold,,strong_sell,hold,
2025-12-22,5.65,5.76,5.59,mild_sell,hold,,strong_sell,hold,,mild_sell,hold,,strong_sell,hold,,mild_sell,hold,,sell,hold,,strong_sell,hold,
2025-12-23,5.63,5.45,5.57,mild_sell,hold,,strong_sell,hold,,strong_sell,hold,,strong_buy,hold,,strong_buy,hold,,sell,hold,,strong_sell,hold,
2025-12-24,5.3,5.48,5.59,mild_sell,hold,,strong_sell,hold,,mild_buy,hold,,strong_buy,buy,38600,strong_sell,buy,15300,sell,hold,,strong_buy,hold,
2025-12-25,5.48,5.28,5.55,mild_sell,hold,,strong_sell,hold,,strong_sell,buy,11400,strong_buy,hold,,strong_buy,sell,15300,sell,hold,,strong_buy,buy,15900
2025-12-26,5.24,5.29,5.45,mild_sell,hold,,strong_buy,hold,,strong_buy,sell,11400,strong_buy,hold,,mild_sell,buy,16000,buy,hold,,strong_buy,hold,
2025-12-29,5.29,5.26,5.35,mild_sell,hold,,strong_buy,buy,22200,mild_buy,buy,23100,strong_buy,hold,,hold,sell,8000,buy,buy,19700,strong_buy,hold,
2025-12-30,5.17,4.92,5.25,strong_buy,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_buy,hold,
2025-12-31,4.9,4.69,5.09,strong_buy,buy,34800,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,buy,8600,buy,hold,,strong_buy,hold,
2026-01-05,4.65,4.67,4.97,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2026-01-06,4.63,4.96,4.9,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_buy,hold,
2026-01-07,4.84,4.92,4.83,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,mild_buy,sell,16600,buy,hold,,strong_buy,hold,
2026-01-08,4.85,5.03,4.85,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_buy,hold,
2026-01-09,4.94,5.16,4.95,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_buy,hold,
2026-01-12,5.13,5.36,5.09,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_buy,hold,
2026-01-13,5.26,5.28,5.15,strong_buy,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2026-01-14,5.1,5.03,5.17,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_buy,hold,
2026-01-15,5.0,4.87,5.14,strong_buy,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,strong_buy,buy,16000,buy,hold,,strong_buy,hold,
2026-01-16,4.85,4.71,5.05,strong_buy,hold,,strong_buy,hold,,mild_sell,hold,,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_buy,hold,
2026-01-19,4.71,4.82,4.94,strong_buy,hold,,strong_buy,hold,,strong_buy,sell,11500,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_buy,hold,
2026-01-20,4.79,4.89,4.86,strong_buy,hold,,strong_buy,hold,,mild_sell,buy,11300,strong_buy,hold,,mild_sell,sell,16000,buy,hold,,strong_buy,hold,
2026-01-21,4.76,4.66,4.79,strong_buy,hold,,strong_buy,hold,,mild_sell,sell,11400,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_buy,hold,
2026-01-22,4.63,4.67,4.75,strong_buy,hold,,strong_buy,hold,,mild_sell,sell,5700,strong_buy,hold,,hold,buy,16600,buy,hold,,strong_buy,hold,
2026-01-23,4.66,4.71,4.75,strong_buy,hold,,strong_buy,hold,,strong_buy,sell,2900,strong_buy,hold,,hold,hold,,buy,hold,,strong_buy,hold,
2026-01-26,4.63,4.53,4.69,strong_buy,hold,,strong_buy,hold,,strong_sell,buy,20300,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_buy,hold,
2026-01-27,4.5,4.41,4.6,strong_buy,hold,,strong_buy,hold,,strong_sell,sell,23200,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_buy,hold,
2026-01-28,4.37,4.39,4.54,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2026-01-29,4.37,4.51,4.51,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_buy,hold,
2026-01-30,4.52,4.4,4.45,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,strong_buy,sell,16600,buy,hold,,strong_buy,hold,
2026-02-02,4.35,4.43,4.43,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,hold,buy,17200,buy,hold,,strong_buy,hold,
2026-02-03,4.43,4.46,4.44,strong_buy,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,hold,hold,,buy,hold,,strong_buy,hold,
2026-02-04,4.45,4.54,4.47,strong_buy,hold,,strong_buy,hold,,mild_sell,hold,,strong_buy,hold,,mild_sell,hold,,buy,hold,,strong_buy,hold,
2026-02-05,4.51,4.75,4.52,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_sell,sell,8600,buy,hold,,strong_sell,hold,
2026-02-06,4.75,4.61,4.56,mild_buy,hold,,strong_buy,hold,,mild_sell,hold,,strong_buy,hold,,strong_buy,sell,8600,buy,hold,,strong_buy,sell,15900
2026-02-09,4.57,4.59,4.59,mild_buy,hold,,strong_buy,hold,,mild_sell,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_sell,hold,
2026-02-10,4.58,4.47,4.59,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,strong_buy,buy,8700,buy,hold,,strong_sell,hold,
2026-02-11,4.45,4.45,4.57,mild_buy,hold,,strong_buy,hold,,mild_buy,buy,11700,strong_buy,hold,,mild_buy,buy,8900,buy,hold,,strong_sell,hold,
2026-02-12,4.46,4.35,4.49,strong_sell,hold,,strong_buy,hold,,strong_buy,buy,5800,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_buy,hold,
2026-02-13,4.36,4.31,4.43,strong_sell,sell,34800,strong_buy,hold,,strong_sell,buy,6100,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_sell,buy,17400
