date,open,close,sma5,km_signal,km_action,km_shares,lstm_signal,lstm_action,lstm_shares,lgbm_signal,lgbm_action,lgbm_shares,ppo_signal,ppo_action,ppo_shares,tfm_signal,tfm_action,tfm_shares,uv_signal,uv_action,uv_shares,td3_signal,td3_action,td3_shares
2022-02-22,3.86,3.83,3.84,strong_sell,hold,,hold,hold,,strong_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2022-02-23,3.84,3.84,3.84,strong_sell,hold,,hold,hold,,hold,buy,26000,strong_buy,buy,26000,hold,buy,13000,hold,buy,26000,mild_buy,buy,26000
2022-02-24,3.82,3.76,3.83,strong_sell,hold,,hold,hold,,mild_buy,hold,,hold,hold,,strong_buy,hold,,disagree,hold,,strong_buy,hold,
2022-02-25,3.76,3.72,3.81,strong_sell,hold,,hold,hold,,strong_sell,hold,,hold,hold,,mild_buy,buy,13300,disagree,hold,,strong_buy,hold,
2022-02-28,3.7,3.63,3.76,strong_sell,hold,,hold,hold,,mild_buy,sell,26000,hold,hold,,strong_buy,hold,,disagree,hold,,strong_buy,hold,
2022-03-01,3.63,3.66,3.72,strong_sell,hold,,hold,hold,,strong_sell,buy,13200,strong_buy,hold,,mild_sell,hold,,sell,hold,,strong_buy,hold,
2022-03-02,3.64,3.66,3.69,strong_sell,hold,,hold,hold,,mild_buy,sell,13200,strong_buy,hold,,hold,sell,13100,disagree,sell,26000,strong_buy,hold,
2022-03-03,3.66,3.64,3.66,strong_sell,hold,,hold,hold,,strong_buy,buy,13100,hold,hold,,hold,hold,,hold,hold,,strong_buy,hold,
2022-03-04,3.63,3.56,3.63,strong_sell,hold,,hold,hold,,strong_sell,buy,13300,hold,hold,,strong_buy,hold,,disagree,hold,,strong_buy,hold,
2022-03-07,3.53,3.46,3.6,strong_sell,hold,,hold,hold,,strong_sell,sell,26400,hold,hold,,strong_buy,buy,13500,disagree,hold,,strong_buy,hold,
2022-03-08,3.45,3.31,3.53,strong_buy,hold,,hold,hold,,hold,hold,,mild_sell,hold,,strong_buy,hold,,disagree,hold,,strong_buy,hold,
2022-03-09,3.45,3.64,3.52,hold,buy,28900,hold,hold,,mild_sell,hold,,hold,sell,13000,strong_sell,hold,,hold,hold,,strong_sell,hold,
2022-03-10,3.77,3.62,3.52,hold,hold,,hold,hold,,mild_sell,hold,,hold,hold,,hold,sell,26700,hold,hold,,strong_sell,sell,26000
2022-03-11,3.57,3.84,3.57,hold,hold,,hold,hold,,strong_buy,hold,,hold,hold,,strong_sell,hold,,hold,hold,,strong_sell,hold,
2022-03-14,3.81,4.23,3.73,hold,hold,,hold,hold,,mild_buy,hold,,strong_sell,hold,,strong_sell,hold,,disagree,hold,,strong_sell,hold,
2022-03-15,4.34,4.13,3.89,hold,hold,,hold,hold,,mild_sell,hold,,strong_sell,sell,13000,strong_buy,hold,,disagree,hold,,strong_sell,hold,
2022-03-16,4.19,4.2,4.0,mild_sell,hold,,hold,hold,,strong_sell,hold,,strong_sell,hold,,strong_sell,hold,,sell,hold,,strong_sell,hold,
2022-03-17,4.12,4.25,4.13,mild_sell,sell,14400,hold,hold,,strong_sell,hold,,strong_sell,hold,,mild_sell,hold,,sell,hold,,strong_sell,hold,
2022-03-18,4.14,4.09,4.18,mild_sell,sell,7200,hold,hold,,strong_sell,hold,,strong_buy,hold,,strong_buy,hold,,disagree,hold,,strong_sell,hold,
2022-03-21,4.13,4.24,4.18,mild_sell,sell,3600,hold,hold,,strong_sell,hold,,strong_buy,buy,24500,strong_sell,buy,24300,sell,hold,,strong_sell,hold,
2022-03-22,4.23,4.12,4.18,mild_sell,sell,1800,strong_sell,hold,,strong_sell,hold,,strong_buy,hold,,strong_buy,sell,24300,sell,hold,,strong_sell,hold,
2022-03-23,4.13,4.05,4.15,mild_sell,sell,900,strong_sell,hold,,mild_buy,hold,,strong_buy,hold,,mild_buy,buy,24900,buy,hold,,strong_sell,hold,
2022-03-24,4.02,3.98,4.1,mild_sell,sell,500,strong_sell,hold,,mild_buy,buy,11500,strong_buy,hold,,mild_buy,hold,,buy,buy,23500,strong_sell,hold,
2022-03-25,3.98,4.03,4.08,mild_sell,sell,200,strong_buy,hold,,mild_buy,buy,5900,strong_buy,hold,,mild_sell,hold,,buy,hold,,strong_sell,hold,
2022-03-28,4.12,4.16,4.07,mild_buy,sell,100,strong_buy,buy,24200,strong_sell,buy,2800,strong_buy,hold,,strong_sell,sell,12400,buy,hold,,strong_sell,hold,
2022-03-29,4.11,4.09,4.06,mild_buy,hold,,strong_buy,hold,,mild_buy,sell,20200,strong_buy,hold,,mild_buy,sell,12500,buy,hold,,strong_buy,hold,
2022-03-30,4.08,4.09,4.07,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,hold,hold,,buy,hold,,strong_buy,hold,
2022-03-31,4.06,4.2,4.11,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_buy,hold,
2022-04-01,4.2,4.17,4.14,mild_buy,hold,,strong_buy,hold,,mild_sell,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_sell,hold,
2022-04-06,4.23,4.23,4.16,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,mild_sell,hold,,buy,hold,,strong_buy,hold,
2022-04-07,4.28,4.35,4.21,mild_sell,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_buy,hold,
2022-04-08,4.39,4.32,4.25,mild_sell,sell,100,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2022-04-11,4.42,4.61,4.34,mild_sell,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,strong_sell,hold,,sell,hold,,strong_sell,hold,
2022-04-12,4.49,5.07,4.52,mild_sell,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,sell,23500,hold,hold,
2022-04-13,5.07,4.73,4.62,mild_sell,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_sell,hold,
2022-04-14,4.71,4.65,4.68,mild_sell,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_sell,hold,
2022-04-15,4.57,4.41,4.69,mild_sell,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,buy,11200,buy,buy,23100,mild_buy,hold,
2022-04-18,4.35,4.48,4.67,mild_sell,hold,,strong_buy,hold,,strong_buy,buy,21800,strong_buy,hold,,strong_sell,buy,11700,buy,hold,,strong_buy,buy,11200
2022-04-19,4.46,4.45,4.54,mild_sell,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,hold,sell,22900,buy,hold,,mild_buy,buy,11000
2022-04-20,4.45,4.4,4.48,mild_sell,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2022-04-21,4.35,4.15,4.38,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,strong_buy,buy,11700,buy,hold,,strong_buy,hold,
2022-04-22,4.12,4.16,4.33,strong_buy,buy,28900,strong_buy,hold,,mild_sell,sell,21800,strong_buy,hold,,hold,buy,12400,buy,hold,,strong_buy,hold,
2022-04-25,4.18,4.25,4.28,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_buy,hold,
2022-04-26,4.32,4.11,4.21,strong_buy,hold,,strong_buy,hold,,strong_buy,buy,20700,strong_buy,hold,,strong_buy,sell,24100,buy,hold,,strong_buy,hold,
2022-04-27,3.99,4.16,4.17,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,mild_sell,buy,26100,buy,hold,,strong_buy,hold,
2022-04-28,4.17,4.01,4.14,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,strong_buy,sell,13000,buy,hold,,strong_buy,hold,
2022-04-29,4.01,4.41,4.19,strong_buy,hold,,strong_buy,hold,,strong_buy,sell,20700,strong_buy,hold,,strong_sell,buy,13500,buy,hold,,strong_buy,hold,
2022-05-05,4.53,4.7,4.28,mild_sell,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,strong_sell,sell,26600,sell,hold,,strong_buy,hold,
2022-05-06,4.55,4.65,4.39,mild_sell,sell,14500,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,hold,hold,,buy,sell,23100,strong_buy,hold,
2022-05-09,4.56,4.74,4.5,mild_sell,sell,7200,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,strong_sell,hold,,sell,hold,,strong_sell,hold,
2022-05-10,4.71,4.72,4.64,mild_sell,sell,3600,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,sell,22200
2022-05-11,4.64,4.74,4.71,mild_sell,sell,1800,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-05-12,4.71,4.77,4.72,mild_sell,sell,900,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,mild_sell,hold,,buy,hold,,strong_sell,hold,
2022-05-13,4.8,4.79,4.75,mild_sell,sell,500,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-05-16,4.79,4.79,4.76,mild_sell,sell,200,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-05-17,4.75,4.63,4.74,mild_sell,sell,100,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_sell,hold,
2022-05-18,4.59,4.69,4.73,mild_sell,sell,100,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,mild_sell,buy,26200,sell,buy,22800,strong_sell,hold,
2022-05-19,4.6,4.73,4.73,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,hold,sell,13100,buy,sell,22800,strong_buy,hold,
2022-05-20,4.73,4.65,4.7,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2022-05-23,4.66,4.67,4.67,mild_buy,buy,14200,strong_buy,hold,,strong_sell,buy,8900,strong_buy,hold,,hold,buy,6500,buy,buy,22500,strong_sell,buy,22400
2022-05-24,4.66,4.46,4.64,strong_buy,buy,7100,strong_buy,hold,,mild_sell,sell,8900,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_buy,sell,22400
2022-05-25,4.45,4.45,4.59,strong_buy,buy,7400,strong_buy,hold,,mild_sell,hold,,strong_buy,hold,,hold,buy,6800,buy,hold,,strong_buy,buy,23500
2022-05-26,4.48,4.49,4.54,strong_buy,hold,,strong_buy,hold,,mild_sell,hold,,strong_buy,hold,,mild_sell,hold,,buy,hold,,strong_buy,hold,
2022-05-27,4.45,4.37,4.49,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,strong_buy,sell,13200,buy,hold,,strong_buy,hold,
2022-05-30,4.37,4.32,4.42,strong_buy,hold,,strong_buy,hold,,mild_sell,hold,,strong_buy,hold,,hold,buy,13400,buy,hold,,strong_buy,hold,
2022-05-31,4.35,4.37,4.4,strong_buy,hold,,strong_buy,hold,,mild_sell,hold,,strong_buy,hold,,mild_sell,hold,,buy,hold,,strong_buy,hold,
2022-06-01,4.39,4.33,4.38,strong_buy,hold,,strong_buy,hold,,mild_sell,hold,,strong_buy,hold,,mild_buy,sell,13300,buy,hold,,strong_buy,hold,
2022-06-02,4.32,4.23,4.32,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,buy,6700,buy,hold,,strong_buy,hold,
2022-06-06,4.21,4.29,4.31,strong_buy,hold,,strong_buy,hold,,strong_sell,buy,19700,strong_buy,hold,,mild_sell,buy,7000,buy,hold,,strong_buy,hold,
2022-06-07,4.28,4.38,4.32,strong_buy,hold,,strong_buy,hold,,strong_sell,sell,19700,strong_buy,hold,,strong_sell,sell,13500,buy,hold,,strong_buy,hold,
2022-06-08,4.36,4.36,4.32,strong_sell,hold,,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,hold,sell,13500,buy,hold,,strong_buy,hold,
2022-06-09,4.33,4.23,4.3,strong_buy,sell,28800,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_buy,hold,
2022-06-10,4.19,4.19,4.29,strong_buy,buy,29800,strong_buy,hold,,strong_sell,buy,10000,strong_buy,hold,,mild_buy,buy,27800,buy,hold,,strong_sell,hold,
2022-06-13,4.1,4.12,4.26,strong_buy,hold,,strong_buy,hold,,mild_buy,sell,10000,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_buy,sell,23500
2022-06-14,4.08,4.1,4.2,strong_buy,hold,,strong_buy,hold,,hold,buy,10200,strong_buy,hold,,hold,hold,,buy,hold,,strong_buy,buy,23600
2022-06-15,4.08,4.15,4.16,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,mild_sell,hold,,buy,hold,,strong_buy,hold,
2022-06-16,4.14,4.19,4.15,strong_sell,hold,,strong_sell,hold,,mild_buy,sell,10200,strong_buy,hold,,mild_sell,sell,13900,sell,hold,,strong_buy,hold,
2022-06-17,4.16,4.13,4.14,strong_sell,sell,29800,strong_sell,sell,24200,mild_sell,hold,,strong_buy,hold,,mild_buy,sell,6900,sell,sell,22500,strong_buy,hold,
2022-06-20,4.14,4.14,4.14,strong_sell,hold,,strong_sell,hold,,mild_buy,hold,,strong_buy,hold,,hold,buy,10400,disagree,hold,,strong_buy,hold,
2022-06-21,4.15,4.09,4.14,strong_sell,hold,,strong_sell,hold,,mild_buy,buy,10100,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2022-06-22,4.1,4.03,4.12,strong_sell,hold,,strong_sell,hold,,strong_sell,buy,5100,strong_buy,hold,,mild_buy,buy,5200,sell,buy,22800,strong_buy,hold,
2022-06-23,4.02,4.05,4.09,strong_sell,hold,,strong_sell,hold,,hold,sell,15200,strong_buy,hold,,mild_sell,buy,2700,sell,sell,22800,strong_buy,hold,
2022-06-24,4.05,4.06,4.07,strong_sell,hold,,mild_buy,hold,,hold,hold,,strong_buy,hold,,mild_sell,sell,12600,disagree,hold,,strong_buy,hold,
2022-06-27,4.08,4.25,4.1,mild_buy,hold,,mild_sell,buy,12300,strong_buy,hold,,hold,hold,,strong_sell,sell,6300,disagree,hold,,strong_sell,hold,
2022-06-28,4.27,4.24,4.13,mild_buy,hold,,mild_sell,sell,6100,mild_buy,hold,,strong_buy,hold,,hold,sell,6400,buy,hold,,strong_sell,sell,23600
2022-06-29,4.23,4.16,4.15,mild_buy,hold,,mild_sell,sell,3100,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_sell,hold,
2022-06-30,4.21,4.28,4.2,mild_buy,hold,,mild_sell,sell,1500,mild_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_sell,hold,
2022-07-01,4.25,4.19,4.22,mild_buy,hold,,mild_sell,sell,800,mild_sell,hold,,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_sell,hold,
2022-07-04,4.2,4.17,4.21,mild_buy,buy,14700,mild_sell,sell,400,hold,hold,,strong_buy,hold,,hold,buy,27300,disagree,buy,21800,strong_sell,hold,
2022-07-05,4.16,4.14,4.19,mild_buy,buy,7400,mild_sell,sell,200,mild_sell,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-07-06,4.13,4.06,4.17,strong_sell,buy,3800,mild_sell,sell,100,mild_sell,hold,,strong_buy,hold,,mild_buy,hold,,sell,hold,,strong_sell,hold,
2022-07-07,4.07,4.2,4.15,mild_buy,sell,25900,mild_sell,hold,,mild_sell,hold,,strong_buy,hold,,strong_sell,hold,,sell,sell,21800,strong_sell,hold,
2022-07-08,4.2,4.16,4.15,mild_buy,hold,,mild_sell,hold,,mild_sell,hold,,strong_buy,hold,,mild_buy,sell,27300,buy,hold,,strong_sell,hold,
2022-07-11,4.16,4.26,4.16,mild_buy,hold,,mild_sell,hold,,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_sell,hold,
2022-07-12,4.21,4.27,4.19,mild_buy,hold,,mild_sell,hold,,strong_sell,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-07-13,4.25,4.18,4.21,mild_buy,hold,,mild_sell,hold,,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_sell,hold,
2022-07-14,4.15,4.07,4.19,strong_sell,buy,14500,mild_sell,hold,,strong_buy,buy,9900,strong_buy,hold,,strong_buy,buy,27600,buy,buy,21400,strong_buy,hold,
2022-07-15,4.0,3.66,4.09,strong_buy,sell,14500,mild_sell,hold,,strong_sell,buy,10300,hold,hold,,strong_buy,hold,,disagree,hold,,strong_buy,buy,25100
2022-07-18,3.61,3.69,3.97,strong_buy,buy,32800,mild_sell,hold,,mild_buy,sell,20200,strong_buy,hold,,hold,buy,100,buy,hold,,strong_buy,hold,
2022-07-19,3.67,3.68,3.86,strong_buy,hold,,strong_buy,hold,,mild_buy,buy,9900,strong_buy,hold,,strong_buy,hold,,buy,hold,,strong_buy,hold,
2022-07-20,3.67,3.67,3.75,strong_buy,hold,,strong_buy,buy,27800,mild_buy,buy,4900,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2022-07-21,3.65,3.67,3.67,strong_buy,hold,,mild_sell,hold,,strong_sell,buy,2500,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,hold,
2022-07-22,3.67,3.63,3.67,strong_buy,hold,,mild_sell,sell,13900,strong_sell,sell,17300,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2022-07-25,3.63,3.59,3.65,strong_buy,hold,,mild_sell,sell,7000,hold,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2022-07-26,3.58,3.6,3.63,strong_buy,hold,,mild_sell,sell,3500,mild_buy,hold,,strong_buy,hold,,mild_sell,hold,,buy,hold,,strong_buy,hold,
2022-07-27,3.58,3.56,3.61,strong_buy,hold,,mild_sell,sell,1700,mild_buy,buy,10100,strong_buy,hold,,mild_buy,sell,13800,buy,hold,,strong_buy,hold,
2022-07-28,3.56,3.54,3.58,strong_buy,hold,,mild_sell,sell,900,hold,buy,5100,strong_buy,hold,,hold,buy,6900,disagree,hold,,strong_buy,hold,
2022-07-29,3.55,3.47,3.55,strong_sell,hold,,mild_sell,sell,400,mild_sell,hold,,strong_buy,hold,,mild_buy,hold,,sell,hold,,strong_buy,hold,
2022-08-01,3.47,3.47,3.53,strong_sell,sell,32800,mild_sell,sell,200,mild_sell,sell,7600,strong_buy,hold,,hold,buy,3500,sell,sell,21400,strong_buy,hold,
2022-08-02,3.45,3.4,3.49,strong_sell,hold,,mild_sell,sell,100,strong_buy,sell,3800,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2022-08-03,3.38,3.34,3.44,strong_sell,hold,,mild_sell,sell,100,strong_buy,buy,17100,strong_buy,hold,,mild_buy,buy,1800,buy,buy,22000,strong_buy,hold,
2022-08-04,3.35,3.37,3.41,strong_sell,hold,,mild_sell,hold,,hold,hold,,strong_buy,hold,,strong_sell,buy,900,sell,hold,,strong_buy,hold,
2022-08-05,3.36,3.44,3.4,strong_sell,hold,,mild_sell,hold,,mild_sell,hold,,strong_buy,hold,,strong_sell,sell,27000,sell,sell,22000,strong_buy,hold,
2022-08-08,3.46,3.47,3.4,strong_sell,hold,,mild_sell,hold,,mild_sell,sell,10400,strong_buy,hold,,mild_sell,hold,,sell,hold,,strong_buy,hold,
2022-08-09,3.61,3.56,3.44,mild_buy,hold,,mild_sell,hold,,strong_sell,sell,5200,hold,hold,,strong_sell,hold,,sell,hold,,strong_sell,hold,
2022-08-10,3.5,3.47,3.46,strong_sell,hold,,mild_sell,hold,,mild_sell,sell,5300,strong_buy,hold,,strong_buy,hold,,sell,hold,,strong_buy,sell,25100
2022-08-11,3.46,3.49,3.49,strong_sell,hold,,mild_sell,hold,,strong_sell,hold,,strong_buy,hold,,mild_sell,hold,,sell,hold,,strong_sell,hold,
2022-08-12,3.47,3.48,3.49,strong_sell,hold,,mild_sell,hold,,mild_buy,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-08-15,3.47,3.45,3.49,strong_sell,hold,,mild_sell,hold,,mild_buy,buy,10500,strong_buy,hold,,hold,hold,,disagree,hold,,hold,hold,
2022-08-16,3.44,3.44,3.47,strong_sell,hold,,mild_sell,hold,,mild_buy,buy,5300,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-08-17,3.44,3.47,3.47,strong_sell,hold,,mild_buy,hold,,mild_buy,buy,2700,strong_buy,hold,,mild_sell,hold,,buy,hold,,strong_sell,hold,
2022-08-18,3.46,3.42,3.45,strong_sell,hold,,mild_buy,hold,,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_sell,hold,
2022-08-19,3.43,3.42,3.44,strong_sell,hold,,mild_buy,buy,14700,mild_buy,buy,1300,strong_buy,hold,,hold,buy,13700,buy,buy,21500,strong_sell,hold,
2022-08-22,3.44,3.44,3.44,strong_sell,hold,,mild_buy,buy,7300,hold,buy,700,strong_buy,hold,,mild_sell,hold,,disagree,hold,,strong_sell,hold,
2022-08-23,3.43,3.45,3.44,strong_sell,hold,,mild_buy,hold,,mild_sell,hold,,strong_buy,hold,,mild_sell,sell,6800,sell,hold,,strong_sell,hold,
2022-08-24,3.44,3.39,3.42,strong_sell,hold,,mild_buy,hold,,mild_sell,sell,10200,hold,hold,,mild_buy,sell,3400,disagree,sell,21500,mild_buy,hold,
2022-08-25,3.4,3.43,3.43,strong_sell,hold,,mild_sell,buy,3700,hold,sell,5100,hold,hold,,strong_sell,buy,12000,sell,hold,,hold,buy,12900
2022-08-26,3.43,3.45,3.43,strong_sell,hold,,mild_sell,sell,12900,hold,hold,,hold,hold,,mild_sell,sell,15500,sell,hold,,strong_sell,hold,
2022-08-29,3.42,3.43,3.43,strong_sell,hold,,mild_sell,sell,6400,hold,hold,,hold,hold,,hold,hold,,hold,hold,,strong_sell,sell,12900
2022-08-30,3.41,3.48,3.44,mild_buy,hold,,mild_sell,sell,3200,hold,hold,,hold,hold,,strong_sell,hold,,disagree,hold,,strong_sell,hold,
2022-08-31,3.47,3.41,3.44,strong_sell,hold,,mild_sell,sell,1600,hold,hold,,hold,hold,,mild_buy,hold,,disagree,hold,,strong_buy,hold,
2022-09-01,3.42,3.53,3.46,hold,hold,,mild_sell,sell,800,mild_sell,hold,,hold,hold,,strong_sell,buy,13800,sell,hold,,strong_sell,buy,25800
2022-09-02,3.5,3.46,3.46,mild_buy,hold,,mild_sell,sell,400,strong_buy,sell,2600,hold,hold,,strong_buy,sell,13800,buy,hold,,strong_sell,sell,25800
2022-09-05,3.45,3.42,3.46,strong_sell,buy,16500,mild_sell,sell,200,mild_buy,buy,18500,hold,hold,,mild_buy,buy,27600,disagree,buy,21400,strong_buy,hold,
2022-09-06,3.41,3.43,3.45,strong_sell,sell,16500,mild_sell,sell,100,mild_buy,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,buy,26400
2022-09-07,3.41,3.39,3.45,strong_sell,hold,,mild_sell,sell,100,mild_buy,hold,,hold,hold,,mild_buy,hold,,disagree,hold,,strong_buy,hold,
2022-09-08,3.39,3.4,3.42,strong_sell,hold,,mild_sell,hold,,mild_buy,hold,,hold,hold,,mild_sell,hold,,sell,hold,,strong_buy,hold,
2022-09-09,3.4,3.4,3.41,strong_sell,hold,,mild_sell,hold,,strong_buy,hold,,strong_buy,hold,,hold,sell,13800,disagree,sell,21400,strong_buy,hold,
2022-09-13,3.41,3.42,3.41,strong_sell,hold,,mild_sell,hold,,hold,hold,,hold,hold,,mild_sell,hold,,sell,hold,,strong_buy,hold,
2022-09-14,3.39,3.46,3.41,hold,hold,,mild_sell,hold,,hold,hold,,hold,hold,,mild_sell,sell,6900,hold,hold,,strong_sell,hold,
2022-09-15,3.45,3.43,3.42,mild_buy,hold,,mild_sell,hold,,mild_buy,hold,,hold,hold,,hold,sell,3400,disagree,hold,,strong_sell,sell,26400
2022-09-16,3.43,3.36,3.41,strong_sell,hold,,mild_sell,hold,,hold,hold,,hold,hold,,mild_buy,hold,,disagree,hold,,strong_buy,hold,
2022-09-19,3.36,3.34,3.4,strong_sell,hold,,mild_sell,hold,,mild_sell,hold,,strong_buy,hold,,hold,buy,12200,sell,hold,,strong_buy,buy,27100
2022-09-20,3.34,3.37,3.39,strong_sell,hold,,mild_sell,hold,,hold,sell,10500,strong_buy,hold,,mild_sell,hold,,sell,hold,,mild_buy,hold,
2022-09-21,3.36,3.38,3.38,strong_sell,hold,,mild_sell,hold,,mild_buy,hold,,strong_buy,hold,,hold,sell,7800,disagree,hold,,strong_buy,hold,
2022-09-22,3.35,3.33,3.36,strong_sell,hold,,mild_sell,hold,,strong_sell,hold,,strong_buy,hold,,mild_buy,hold,,sell,hold,,strong_sell,hold,
2022-09-23,3.33,3.32,3.35,strong_sell,hold,,mild_sell,hold,,mild_buy,sell,10600,strong_buy,hold,,hold,buy,10100,disagree,hold,,strong_buy,sell,27100
2022-09-26,3.3,3.17,3.31,strong_sell,hold,,mild_sell,hold,,mild_buy,buy,10600,hold,hold,,strong_buy,hold,,disagree,hold,,strong_buy,buy,27300
2022-09-27,3.16,3.22,3.28,strong_sell,hold,,mild_sell,hold,,mild_buy,buy,5600,strong_buy,hold,,strong_sell,buy,10700,sell,hold,,strong_buy,hold,
2022-09-28,3.2,3.21,3.25,strong_sell,hold,,mild_sell,hold,,strong_sell,buy,2700,strong_buy,hold,,hold,sell,28700,sell,hold,,strong_buy,hold,
2022-09-29,3.23,3.14,3.21,strong_sell,hold,,mild_sell,hold,,strong_sell,sell,18900,strong_buy,hold,,mild_buy,hold,,sell,hold,,strong_buy,hold,
2022-09-30,3.15,3.13,3.17,strong_sell,hold,,mild_sell,hold,,strong_sell,hold,,strong_buy,hold,,hold,buy,14500,sell,hold,,strong_buy,hold,
2022-10-10,3.12,3.05,3.15,strong_sell,hold,,mild_sell,hold,,hold,hold,,strong_buy,hold,,strong_buy,hold,,disagree,hold,,strong_buy,hold,
2022-10-11,3.05,3.07,3.12,strong_sell,hold,,mild_sell,hold,,mild_buy,hold,,strong_buy,hold,,mild_sell,buy,15100,sell,hold,,strong_buy,hold,
2022-10-12,3.07,3.12,3.1,strong_sell,hold,,mild_sell,hold,,mild_sell,buy,11400,strong_buy,hold,,strong_sell,sell,14800,sell,hold,,strong_buy,hold,
2022-10-13,3.11,3.1,3.09,strong_sell,hold,,mild_sell,hold,,mild_sell,sell,5700,strong_buy,hold,,hold,sell,14800,sell,hold,,strong_buy,hold,
2022-10-14,3.12,3.17,3.1,strong_sell,hold,,mild_sell,hold,,mild_sell,sell,2800,strong_buy,hold,,strong_sell,hold,,sell,hold,,strong_buy,hold,
2022-10-17,3.16,3.18,3.13,strong_sell,hold,,mild_sell,hold,,mild_buy,sell,1400,strong_buy,hold,,mild_sell,hold,,sell,hold,,strong_sell,hold,
2022-10-18,3.2,3.15,3.14,strong_sell,hold,,mild_sell,hold,,mild_sell,hold,,strong_buy,hold,,hold,hold,,sell,hold,,mild_sell,sell,27300
