gradedate,firm,tograde,fromgrade,action,pricetargetaction,currentpricetarget,priorpricetarget
2022-07-21 12:00:48,UBS,Neutral,,main,Raises,570.0,545.0
2022-07-25 13:45:01,Argus Research,Buy,,main,Raises,650.0,580.0
2022-08-10 13:42:21,Mizuho,Buy,,main,Raises,600.0,550.0
2022-09-08 12:20:04,Deutsche Bank,Buy,,main,Raises,569.0,556.0
2022-09-22 10:38:22,Raymond James,Strong Buy,,main,Raises,635.0,620.0
2022-10-11 14:33:25,UBS,Neutral,Neutral,main,Raises,580.0,570.0
2022-10-17 10:50:17,SVB Leerink,Outperform,,main,Lowers,618.0,625.0
2022-10-17 11:13:22,Credit Suisse,Outperform,,main,Raises,590.0,579.0
2022-10-17 11:27:36,RBC Capital,Outperform,,main,Raises,592.0,588.0
2022-10-17 21:30:09,Jefferies,Hold,Hold,main,Raises,525.0,513.0
2022-10-18 12:22:29,Deutsche Bank,Buy,,main,Raises,615.0,569.0
2022-10-19 11:46:42,Raymond James,Strong Buy,,main,Lowers,615.0,635.0
2022-10-19 14:34:48,UBS,Neutral,Neutral,main,Raises,590.0,580.0
2022-11-21 11:18:00,Raymond James,Outperform,Strong Buy,down,Announces,615.0,0.0
2022-11-30 11:53:46,SVB Securities,Outperform,Outperform,main,Announces,618.0,0.0
2022-12-07 12:52:42,Credit Suisse,Outperform,,main,Raises,610.0,590.0
2022-12-13 22:59:06,B of A Securities,Buy,Buy,main,Raises,650.0,632.0
2023-01-17 11:06:40,SVB Leerink,Outperform,,main,Raises,625.0,618.0
2023-01-17 11:52:36,SVB Securities,Outperform,Outperform,main,Announces,625.0,0.0
2023-01-17 17:10:15,Loop Capital,Buy,Buy,main,Raises,590.0,575.0
2023-01-18 14:07:45,UBS,Neutral,,main,Lowers,550.0,590.0
2023-01-24 14:48:19,Deutsche Bank,Buy,,main,Raises,617.0,615.0
2023-02-28 14:32:28,Stephens & Co.,Overweight,,reit,Maintains,605.0,0.0
2023-03-07 23:01:37,B of A Securities,Buy,Buy,main,Maintains,650.0,650.0
2023-04-05 09:17:09,Raymond James,Strong Buy,Outperform,up,Raises,630.0,615.0
2023-04-06 15:56:32,Morgan Stanley,Overweight,Overweight,main,Maintains,587.0,587.0
2023-04-14 15:27:08,Barclays,Overweight,Overweight,main,Maintains,565.0,565.0
2023-04-14 20:41:44,Raymond James,Strong Buy,,main,Maintains,630.0,0.0
2023-04-17 10:48:36,SVB Securities,Outperform,Outperform,main,Maintains,625.0,625.0
2023-04-17 11:58:29,RBC Capital,Outperform,,reit,Maintains,592.0,0.0
2023-04-17 12:54:37,Oppenheimer,Outperform,,reit,Maintains,610.0,0.0
2023-04-17 13:15:43,Loop Capital,Buy,,main,Raises,600.0,590.0
2023-04-17 13:24:04,TD Cowen,Outperform,,main,Lowers,562.0,596.0
2023-04-17 14:59:56,Deutsche Bank,Buy,Buy,main,Raises,627.0,617.0
2023-04-17 22:03:03,B of A Securities,Buy,Buy,main,Maintains,650.0,650.0
2023-04-17 22:08:18,Raymond James,Strong Buy,,main,Maintains,630.0,0.0
2023-04-18 21:33:46,Jefferies,Hold,Hold,main,Lowers,524.0,531.0
2023-04-21 09:39:46,Cantor Fitzgerald,Overweight,,init,Announces,591.0,0.0
2023-05-11 22:04:18,B of A Securities,Buy,Buy,main,Maintains,650.0,650.0
2023-05-23 10:47:18,SVB Securities,Outperform,Outperform,main,Maintains,625.0,625.0
2023-05-26 08:47:56,Piper Sandler,Overweight,,init,Announces,580.0,0.0
2023-05-30 13:02:40,JP Morgan,Overweight,Overweight,main,Lowers,562.0,595.0
2023-06-14 12:43:00,RBC Capital,Outperform,Outperform,reit,Maintains,592.0,0.0
2023-06-14 12:56:02,Mizuho,Buy,Buy,reit,Maintains,600.0,0.0
2023-06-14 15:31:33,Truist Securities,Buy,,main,Lowers,580.0,610.0
2023-06-14 16:04:16,Bernstein,Market Perform,Market Perform,main,Announces,565.0,0.0
2023-06-14 16:08:28,SVB Securities,Outperform,,main,Lowers,560.0,625.0
2023-06-16 11:43:01,Oppenheimer,Outperform,Outperform,reit,Maintains,610.0,0.0
2023-06-16 15:01:19,Deutsche Bank,Buy,Buy,main,Lowers,564.0,627.0
2023-06-27 13:32:52,Truist Securities,Buy,Buy,reit,Maintains,580.0,0.0
2023-07-07 13:09:43,JP Morgan,Overweight,Overweight,main,Lowers,527.0,562.0
2023-07-11 11:51:44,Mizuho,Buy,Buy,main,Lowers,549.0,600.0
2023-07-12 21:35:04,Jefferies,Hold,Hold,main,Lowers,523.0,524.0
2023-07-13 11:43:54,Wells Fargo,Overweight,Overweight,main,Lowers,561.0,616.0
2023-07-13 14:20:35,UBS,Neutral,Neutral,main,Lowers,510.0,550.0
2023-07-14 15:14:00,Morgan Stanley,Overweight,Overweight,reit,Maintains,587.0,587.0
2023-07-14 22:06:20,B of A Securities,Buy,Buy,main,Maintains,650.0,650.0
2023-07-17 13:13:32,Oppenheimer,Outperform,Outperform,reit,Maintains,610.0,0.0
