datetime,open,high,low,close,volume
1980-03-17,0.17631120335354886,0.18127800828807095,0.17631120335354886,0.17755280435085297,7513463
1980-03-18,0.1775527621977723,0.18127796525058398,0.17506953969032535,0.17879438400268555,5303621
1980-03-19,0.17879432056748107,0.18251952229861243,0.17817369980663264,0.18127790093421936,2523497
1980-03-20,0.18127796521787548,0.18189860730118415,0.17693214118480682,0.17693214118480682,4654925
1980-03-21,0.17693214121673118,0.17941536372417816,0.17693214121673118,0.17879438400268555,1333034
1980-03-24,0.1750694352884674,0.1750694352884674,0.17134459319739978,0.17320719361305237,4106029
1980-03-25,0.1732072074746763,0.17693204986383987,0.1713446069099614,0.17258621752262115,8575613
1980-03-26,0.17258621752262115,0.1756904392511801,0.17258621752262115,0.17258621752262115,3728217
1980-03-27,0.172586235486022,0.1738278567790985,0.16948238272585336,0.1738278567790985,4277113
1980-03-28,0.17382789604441581,0.18003633099894528,0.17382789604441581,0.17941533029079437,2644682
1980-03-31,0.17941535047612445,0.18251957357822726,0.17941535047612445,0.1818985939025879,4056129
1980-04-01,0.18189856062865054,0.1850027620605369,0.1812779187045896,0.18251954019069672,7584748
1980-04-02,0.18251955784099766,0.18438180032887722,0.18127793623482122,0.18376117944717407,4932938
1980-04-03,0.18376117944717407,0.18376117944717407,0.18251955784099766,0.18376117944717407,3279120
1980-04-07,0.18376117944717407,0.18376117944717407,0.18065695661272405,0.18376117944717407,2701710
1980-04-08,0.18314024806022644,0.18314024806022644,0.17879440247499898,0.18314024806022644,5004223
1980-04-09,0.18314024425611336,0.18562346696853638,0.18189862234871124,0.18562346696853638,1632432
1980-04-10,0.1881065821715305,0.19369402527809143,0.1881065821715305,0.19369402527809143,3079522
1980-04-11,0.19493565275098249,0.19928147479966596,0.19493565275098249,0.19617727398872375,4220085
1980-04-14,0.1930730633146312,0.1930730633146312,0.18934822048694572,0.1912108212709427,4597897
1980-04-15,0.1912108367951011,0.1930730789899826,0.19058985727070646,0.1930730789899826,2423698
1980-04-16,0.1930730450749496,0.19617726687570847,0.18996918201446533,0.18996918201446533,4904423
1980-04-17,0.18934814276443887,0.18934814276443887,0.18748590148515218,0.18810652196407318,2644682
1980-04-18,0.18810655714360808,0.189969157511398,0.1868649572134018,0.1868649572134018,2388055
1980-04-21,0.1874859607313895,0.18996918201446533,0.1874859607313895,0.18996918201446533,2530625
1980-04-22,0.19183143083767043,0.19617727398872375,0.19183143083767043,0.19617727398872375,2067272
1980-04-23,0.19617733083558184,0.19679831045335436,0.1930731080227504,0.19493570923805237,4776110
1980-04-24,0.1949356619525503,0.19928148420637004,0.19431468248540862,0.19741888344287872,2587654
1980-04-25,0.19741893133073532,0.19741893133073532,0.19369408764052293,0.19493570923805237,6465570
1980-04-28,0.19555664366968095,0.19803988629095134,0.19555664366968095,0.19679826498031616,3100907
1980-04-29,0.1967982627160416,0.19803988401239125,0.1949356619525503,0.19741888344287872,1525504
1980-04-30,0.19741891265187714,0.1992815136909485,0.19741891265187714,0.1992815136909485,4298499
1980-05-01,0.1992815905928809,0.20238545556941615,0.19803998973607326,0.20052321255207062,5339263
1980-05-02,0.20052313568856464,0.20114375650882724,0.19928151420530693,0.2011437565088272,3464462
1980-05-05,0.20114383361022642,0.20176483451126037,0.19990223275341878,0.20052321255207062,1860544
1980-05-06,0.2005231090060986,0.20362697237986324,0.19928148768805634,0.20238535106182098,3243478
1980-05-07,0.20238551109600114,0.2048687556956848,0.1999022875987054,0.20300649106502533,3264863
1980-05-08,0.20300636057319818,0.20548960357666132,0.19866053760051727,0.19866053760051727,3892173
1980-05-09,0.19866052562776992,0.19990214705467224,0.19617730387633836,0.19990214705467224,1055021
1980-05-12,0.19990223275341878,0.20238545556941615,0.1974189888350393,0.20052321255207062,1055021
1980-05-13,0.20052313867210939,0.20176476017384096,0.19866053760051727,0.19866053760051727,1603918
1980-05-14,0.1992815905928809,0.20176483451126037,0.1992815905928809,0.20052321255207062,3550004
1980-05-15,0.2005231853671979,0.20611027240229068,0.19990220565273212,0.20362704992294312,4391170
1980-05-16,0.20362695963728414,0.20424793907641536,0.2011437171565961,0.20176471769809723,3386048
